,days_until_funded,funded_amount,terms_disbursal_amount,loan_amount,repayment_term,contains_old,contains_improve,contains_help,contains_buy,contains_loan,negative_sentiment,positive_sentiment,overall_positive,description_length,is_female,is_bulgaria,is_iraq,is_zambia,is_thailand,is_health,is_ed,is_arts,is_agriculture,is_food,is_housing,african,asian,north_american,south_american,european,paid,refunded,defaulted,in_repayment
0,2,600,600.0,600,15,1,0,1,1,0,2,5,1,90,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
1,5,450,450.0,450,9,1,0,1,0,1,4,6,1,303,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,450,450.0,450,13,1,0,0,0,1,2,3,1,289,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3,1,400,400.0,400,15,0,1,0,1,1,6,3,0,350,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
4,4,750,750.0,750,15,0,0,0,0,1,3,4,1,170,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
5,3,450,450.0,450,13,0,1,0,0,1,5,4,0,271,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
6,1,450,450.0,450,15,1,0,1,1,1,4,5,1,347,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
7,3,275,275.0,275,15,1,0,0,0,1,4,5,1,303,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
8,1,275,275.0,275,15,1,1,0,1,1,7,6,0,300,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
9,1,275,275.0,275,15,0,0,1,1,1,6,3,0,310,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
10,4,450,450.0,450,15,0,0,1,1,1,5,5,0,320,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
11,1,275,275.0,275,13,1,0,1,0,1,5,6,1,295,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
12,5,750,750.0,750,15,0,0,0,0,0,0,3,1,76,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
13,4,450,450.0,450,15,1,0,0,0,1,2,5,1,161,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
14,5,450,450.0,450,15,0,0,0,0,1,4,4,0,155,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
15,3,450,450.0,450,15,0,0,0,0,1,2,2,0,150,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
16,4,300,300.0,300,15,0,0,1,0,1,2,5,1,138,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
17,1,300,300.0,300,15,0,0,0,0,1,2,4,1,170,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
18,2,0,300.0,300,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
19,4,0,300.0,300,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
20,3,0,300.0,300,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
21,1,0,450.0,450,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
22,1,300,300.0,300,15,1,0,0,0,1,3,5,1,219,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
23,3,0,600.0,600,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
24,4,0,550.0,550,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
25,4,0,450.0,450,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
26,2,0,600.0,600,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
27,4,300,300.0,300,15,1,0,0,0,1,3,4,1,136,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
28,3,225,225.0,225,15,1,0,0,0,1,2,5,1,154,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
29,1,150,150.0,150,15,1,0,0,0,1,2,4,1,138,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
30,0,150,150.0,150,15,1,0,0,0,1,2,5,1,121,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
31,1,225,225.0,225,15,1,0,0,0,1,2,4,1,122,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
32,0,500,500.0,500,9,0,0,1,1,1,3,3,0,127,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
33,1,500,500.0,500,9,1,0,0,1,1,4,1,0,114,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
34,1,400,400.0,400,9,1,1,1,1,0,4,5,1,101,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
35,1,500,500.0,500,9,1,0,1,1,1,4,4,0,141,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
36,3,1000,1000.0,1000,12,0,0,0,1,1,3,3,0,146,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
37,4,1000,1000.0,1000,12,0,0,0,0,1,3,0,0,166,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
38,2,400,400.0,400,9,1,0,0,0,1,3,2,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
39,3,500,500.0,500,9,0,1,0,0,0,3,4,1,122,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
40,2,600,600.0,600,9,1,0,0,0,0,3,5,1,90,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
41,1,450,450.0,450,9,0,0,0,1,1,4,3,0,322,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
42,1,300,300.0,300,9,0,0,0,1,1,4,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
43,2,500,500.0,500,9,1,0,0,1,1,5,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
44,1,300,300.0,300,9,1,0,0,1,1,3,4,1,102,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
45,15,1225,1225.0,1225,12,0,0,1,0,0,2,3,1,145,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
46,6,1150,1150.0,1150,12,0,0,1,0,0,1,3,1,155,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
47,1,400,400.0,400,11,0,0,0,1,0,2,2,0,115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
48,61,1375,1375.0,1375,17,0,0,1,0,0,2,4,1,104,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
49,26,600,600.0,600,9,0,0,0,0,0,1,3,1,125,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
50,22,600,600.0,600,13,0,0,0,0,0,3,2,0,137,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
51,1,700,700.0,700,21,0,0,1,0,1,4,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
52,8,400,400.0,400,10,0,0,1,0,0,2,3,1,148,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
53,62,1600,1600.0,1600,21,1,0,1,0,0,4,3,0,191,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
54,1,375,375.0,375,21,0,0,1,0,0,0,4,1,143,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
55,8,400,400.0,400,12,0,0,0,0,0,1,3,1,163,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
56,28,825,825.0,825,9,0,0,0,0,0,2,2,0,116,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
57,7,375,375.0,375,8,0,0,0,0,0,2,3,1,114,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
58,60,1000,1000.0,1000,15,0,0,0,0,0,1,2,1,117,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
59,23,600,600.0,600,9,1,0,1,0,0,2,5,1,121,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
60,2,400,400.0,400,9,1,0,0,0,0,3,2,0,199,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
61,0,450,450.0,450,15,0,0,0,0,1,2,2,0,186,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
62,0,400,400.0,400,15,0,1,1,1,1,6,5,0,337,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
63,0,400,400.0,400,14,0,0,1,0,1,3,5,1,307,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
64,0,400,400.0,400,15,0,1,0,0,1,5,3,0,271,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
65,1,450,450.0,450,14,1,0,1,0,1,2,4,1,380,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
66,1,450,450.0,450,14,1,0,1,0,1,4,4,0,402,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
67,1,450,450.0,450,14,0,0,0,0,1,3,2,0,332,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
68,1,350,350.0,350,14,0,0,0,0,1,4,4,0,251,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
69,1,300,300.0,300,14,0,0,1,0,1,4,3,0,372,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
70,1,300,300.0,300,14,0,1,0,0,1,4,3,0,329,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
71,3,0,500.0,500,14,1,0,1,1,1,5,6,1,172,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
72,4,700,700.0,700,14,1,0,0,0,1,4,6,1,174,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
73,62,1875,1875.0,1875,20,1,0,1,0,1,3,2,0,207,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,62,1875,1875.0,1875,20,0,0,0,0,1,3,3,0,175,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,36,1875,1875.0,1875,20,0,0,0,0,1,3,2,0,200,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,84,1875,1875.0,1875,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,43,1875,1875.0,1875,20,0,0,1,0,0,2,3,1,183,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,41,650,650.0,650,14,0,0,1,0,0,1,1,0,117,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,35,450,450.0,450,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,19,525,525.0,525,15,1,0,1,0,1,3,3,0,228,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,34,650,650.0,650,14,1,0,1,0,1,2,3,1,230,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,5,650,650.0,650,14,0,0,1,0,1,2,2,0,258,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,1,225,225.0,225,12,1,0,0,0,1,3,5,1,121,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
84,1,225,225.0,225,12,0,0,0,0,1,2,3,1,120,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
85,2,300,300.0,300,12,0,0,0,0,1,2,5,1,103,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
86,1,300,300.0,300,12,1,1,1,0,0,2,7,1,122,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
87,3,450,450.0,450,12,1,0,1,0,1,4,5,1,78,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
88,0,225,225.0,225,12,0,0,0,1,0,2,4,1,96,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
89,1,300,300.0,300,12,0,1,0,0,1,3,3,0,105,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
90,0,225,225.0,225,12,1,0,0,1,0,2,2,0,140,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
91,1,450,450.0,450,12,1,0,0,0,1,3,7,1,101,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
92,13,900,900.0,900,9,0,0,0,0,1,3,3,0,127,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
93,6,800,800.0,800,8,0,0,0,1,1,3,2,0,112,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
94,0,800,800.0,800,8,0,0,0,1,1,4,3,0,146,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
95,5,1000,1000.0,1000,8,0,0,1,0,1,3,4,1,102,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
96,7,1000,1000.0,1000,8,0,0,0,1,1,3,2,0,132,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
97,12,575,575.0,575,9,1,0,1,1,0,2,4,1,108,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
98,74,1200,1200.0,1200,15,1,0,1,1,0,2,4,1,117,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
99,3,575,575.0,575,10,1,0,1,0,0,1,4,1,84,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
100,4,0,375.0,375,8,1,0,0,0,1,2,2,0,79,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
101,7,1200,1200.0,1200,15,1,0,1,1,1,2,2,0,116,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
102,6,475,475.0,475,8,1,1,0,1,1,4,1,0,76,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
103,3,375,375.0,375,8,1,0,0,0,1,2,4,1,104,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
104,10,375,375.0,375,9,1,1,0,1,0,4,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
105,2,475,475.0,475,10,1,0,0,1,1,4,4,0,99,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
106,71,1900,1900.0,1900,13,1,0,1,1,1,4,4,0,142,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
107,54,1200,1200.0,1200,10,1,0,1,1,1,4,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
108,26,1200,1200.0,1200,12,1,0,0,1,1,4,2,0,96,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
109,18,1050,1050.0,1050,11,0,0,0,1,0,4,2,0,175,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
110,16,750,750.0,750,12,0,0,0,0,0,1,4,1,88,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
111,0,150,150.0,150,12,1,0,0,0,1,1,3,1,98,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
112,0,300,300.0,300,12,1,0,0,0,1,2,2,0,104,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
113,4,300,300.0,300,13,0,0,0,0,0,2,3,1,85,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
114,1,300,300.0,300,12,0,0,0,0,0,1,2,1,58,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
115,3,450,450.0,450,13,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
116,6,450,450.0,450,13,0,0,0,0,0,1,4,1,67,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
117,2,325,325.0,325,13,0,0,0,0,1,1,3,1,99,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
118,4,300,300.0,300,13,0,0,1,0,0,1,5,1,87,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
119,2,450,450.0,450,13,0,0,0,0,0,1,1,0,61,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
120,2,450,450.0,450,15,1,1,0,0,1,5,5,0,330,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
121,13,450,450.0,450,14,0,1,1,0,1,5,4,0,265,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
122,7,450,450.0,450,15,0,0,0,0,1,3,0,0,253,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
123,0,275,275.0,275,15,0,0,1,0,1,3,4,1,276,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
124,1,450,450.0,450,15,0,0,1,0,1,4,5,1,302,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
125,6,450,450.0,450,15,0,0,1,0,1,4,4,0,316,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
126,3,275,275.0,275,15,1,0,1,1,1,5,8,1,246,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
127,3,450,450.0,450,15,0,0,1,1,1,4,3,0,249,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
128,4,275,275.0,275,15,0,0,0,0,1,5,3,0,286,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
129,3,450,450.0,450,15,0,1,0,0,1,5,7,1,344,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
130,8,275,275.0,275,15,0,0,0,0,1,4,2,0,235,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
131,6,450,450.0,450,15,1,0,0,0,1,4,4,0,232,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
132,13,450,450.0,450,14,0,0,0,1,1,4,1,0,237,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
133,2,275,275.0,275,15,1,0,0,1,1,5,4,0,398,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
134,4,450,450.0,450,15,0,1,0,0,1,5,3,0,247,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
135,7,500,500.0,500,14,1,1,0,1,1,6,6,0,186,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
136,4,400,400.0,400,14,0,1,0,0,1,4,5,1,215,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
137,30,1000,1000.0,1000,14,0,0,1,0,1,4,3,0,178,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
138,9,800,800.0,800,14,0,1,0,0,1,6,4,0,194,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
139,7,500,500.0,500,14,0,1,1,0,1,4,6,1,133,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
140,4,450,450.0,450,12,1,0,0,1,1,2,4,1,130,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
141,4,450,450.0,450,12,1,0,0,0,0,0,4,1,151,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
142,3,425,425.0,425,12,0,0,0,1,1,3,4,1,122,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
143,3,225,225.0,225,12,1,0,0,1,1,3,3,0,130,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
144,3,375,375.0,375,12,1,0,1,1,0,5,5,0,99,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
145,4,450,450.0,450,12,0,0,0,0,0,2,3,1,122,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
146,3,375,375.0,375,12,0,0,0,0,1,3,4,1,120,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
147,4,450,450.0,450,12,1,0,1,0,0,3,5,1,99,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
148,0,150,150.0,150,12,0,0,0,0,1,3,4,1,126,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
149,0,150,150.0,150,12,1,0,1,0,1,1,6,1,106,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
150,0,150,150.0,150,12,0,0,0,1,1,2,5,1,142,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
151,4,600,600.0,600,12,0,0,0,1,1,2,4,1,207,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
152,18,900,900.0,900,13,1,1,0,1,1,3,5,1,184,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
153,1,150,150.0,150,12,1,0,0,1,1,3,5,1,161,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
154,1,150,150.0,150,12,1,0,0,1,1,3,5,1,165,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
155,6,450,450.0,450,13,0,0,1,0,0,0,5,1,167,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
156,2,150,150.0,150,12,1,0,0,0,1,3,5,1,150,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
157,1,200,200.0,200,14,0,0,1,1,1,3,4,1,125,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
158,3,200,200.0,200,14,0,0,1,1,1,5,2,0,139,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
159,4,200,200.0,200,14,0,0,1,1,1,4,4,0,140,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
160,7,500,500.0,500,15,0,0,1,1,1,3,2,0,126,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
161,6,500,500.0,500,15,0,0,1,1,1,4,3,0,163,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
162,21,500,500.0,500,14,0,0,1,1,1,3,3,0,135,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
163,21,500,500.0,500,14,0,0,1,1,1,4,2,0,153,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
164,18,500,500.0,500,15,0,0,1,1,1,5,2,0,156,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
165,42,1000,1000.0,1000,15,0,1,1,1,1,7,3,0,182,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
166,23,500,500.0,500,14,1,0,0,0,1,4,4,0,127,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
